,summer song,summer artist,year summer,winter song,winter artist,year winter
914,What You Got, Colby O'Donis Featuring Akon,2008,Let It Rock, Kevin Rudolf Featuring Lil Wayne,2008
915,Leavin, Jesse McCartney,2008,Heartless, Kanye West,2008
916,Its Not My Time, 3 Doors Down,2008,Gotta Be Somebody, Nickelback,2008
917,Love Song, Sara Bareilles,2008,Mrs. Officer, Lil Wayne Featuring Bobby Valentino & Kidd Kidd,2008
918,Bye Bye, Mariah Carey,2008,Beautiful, Akon Featuring Colby O'Donis & Kardinal Offishall,2008
919,The Time Of My Life, David Cook,2008,You Found Me, The Fray,2008
920,Got Money, Lil Wayne Featuring T-Pain,2008,Disturbia, Rihanna,2008
921,Touch My Body, Mariah Carey,2008,Chicken Fried, Zac Brown Band,2008
922,Last Name, Carrie Underwood,2008,Cant Believe It, T-Pain Featuring Lil Wayne,2008
923,Realize, Colbie Caillat,2008,Addicted, Saving Abel,2008
924,Low, Flo Rida Featuring T-Pain,2008,Rehab, Rihanna,2008
925,I Luv Your Girl, The-Dream,2008,Better In Time, Leona Lewis,2008
926,Love In This Club Part II, Usher Featuring Beyonce & Lil Wayne,2008,Green Light, John Legend Featuring Andre 3000,2008
927,Stop And Stare, OneRepublic,2008,One More Drink, Ludacris Co-Starring T-Pain,2008
928,A Milli, Lil Wayne,2008,Chopped N Skrewed, T-Pain Featuring Ludacris,2008
929,Say, John Mayer,2008,Pop Champagne, Jim Jones & Ron Browz Featuring Juelz Santana,2008
930,When I Grow Up, The Pussycat Dolls,2008,Viva La Vida, Coldplay,2008
931,In Love With A Girl, Gavin DeGraw,2008,Im So Paid, Akon Featuring Lil Wayne & Young Jeezy,2008
932,Heaven Sent, Keyshia Cole,2008,Roll With Me, Montgomery Gentry,2008
933,Apologize, Timbaland Featuring OneRepublic,2008,Bust Your Windows, Jazmine Sullivan,2008
934,With You, Chris Brown,2008,Crush, David Archuleta,2008
935,Put On, Young Jeezy Featuring Kanye West,2008,Shattered (Turn The Car Around), O.A.R.,2008
936,Get Silly, V.I.C.,2008,Closer, Ne-Yo,2008
937,Closer, Ne-Yo,2008,Spotlight, Jennifer Hudson,2008
938,Mercy, Duffy,2008,Love Remains The Same, Gavin Rossdale,2008
939,The Boss, Rick Ross Featuring T-Pain,2008,Human, The Killers,2008
940,Dangerous, Kardinal Offishall Featuring Akon,2008,Already Gone, Sugarland,2008
941,Dont Stop The Music, Rihanna,2008,Swagga Like Us, Jay-Z & T.I. Featuring Kanye West & Lil Wayne,2008
942,All Around Me, Flyleaf,2008,Decode, Paramore,2008
943,Take You Down, Chris Brown,2008,Fall For You, Secondhand Serenade,2008
944,Im Still A Guy, Brad Paisley,2008,Forever, Chris Brown,2008
945,The Way That I Love You, Ashanti,2008,Gives You Hell, The All-American Rejects,2008
946,She Got It, 2 Pistols Featuring T-Pain & Tay Dizm,2008,Trading Places, Usher,2008
947,See You Again, Miley Cyrus,2008,Let It Go, Tim McGraw,2008
948,Get Like Me, David Banner Featuring Chris Brown,2008,Just A Dream, Carrie Underwood,2008
949,Lolli Lolli (Pop That Body)," Three 6 Mafia Featuring Project Pat, Young D & Superpower",2008,Keeps Gettin Better, Christina Aguilera,2008
950,Feels Like Tonight, Daughtry,2008,Here, Rascal Flatts,2008
951,American Boy, Estelle Featuring Kanye West,2008,White Horse, Taylor Swift,2008
952,Better As A Memory, Kenny Chesney,2008,Right Here (Departed), Brandy,2008
953,Handlebars, Flobots,2008,Untouched, The Veronicas,2008
954,Youre Gonna Miss This, Trace Adkins,2008,My Life, The Game Featuring Lil Wayne,2008
955,Every Day, Rascal Flatts,2008,Light On, David Cook,2008
956,Just Got Started Lovin You, James Otto,2008,She Wouldnt Be Gone, Blake Shelton,2008
957,Home, Blake Shelton,2008,Start A Band, Brad Paisley Duet With Keith Urban,2008
958,Violet Hill, Coldplay,2008,In Color, Jamey Johnson,2008
959,If I Never See Your Face Again, Maroon 5 Featuring Rihanna,2008,I Dont Care, Fall Out Boy,2008
960,Break The Ice, Britney Spears,2008,T-Shirt, Shontelle,2008
961,Teenage Love Affair, Alicia Keys,2008,Swing, Savage Featuring Soulja Boy Tell'em,2008
962,Summertime, New Kids On The Block,2008,Country Boy, Alan Jackson,2008
963,Pork And Beans, Weezer,2008,Feel That Fire, Dierks Bentley,2008
964,Love Dont Live Here, Lady Antebellum,2008,Sober, P!nk,2008
965,Im Yours, Jason Mraz,2008,Dont, Billy Currington,2008
966,Good Time, Alan Jackson,2008,Cowgirls Dont Cry, Brooks & Dunn Featuring Reba McEntire,2008
967,Gunpowder And Lead, Miranda Lambert,2008,Sex On Fire, Kings Of Leon,2008
968,Back When I Knew It All, Montgomery Gentry,2008,See You In My Nightmares, Kanye West Featuring Lil Wayne,2008
969,Theres Nothin, Sean Kingston Featuring Elan & Juelz Santana,2008,Shattered Glass, Britney Spears,2008
970,Homecoming, Kanye West Featuring Chris Martin,2008,Lookin For A Good Time, Lady Antebellum,2008
971,Indestructible, Disturbed,2008,Sweet Thing, Keith Urban,2008
972,I Saw God Today, George Strait,2008,I Hate This Part, The Pussycat Dolls,2008
973,Picture To Burn, Taylor Swift,2008,Put It On Ya, Plies Featuring Chris J,2008
974,Shouldve Said No, Taylor Swift,2008,IfULeave, Musiq Soulchild Featuring Mary J. Blige,2008
975,Love Remains The Same, Gavin Rossdale,2008,"Youre Gonna Go Far, Kid", The Offspring,2008
976,Shes A Hottie, Toby Keith,2008,Playa Cardz Right, Keyshia Cole Featuring 2Pac,2008
977,Trying To Stop Your Leaving, Dierks Bentley,2008,Krazy, Pitbull Featuring Lil Jon,2008
978,Girls Around The World, Lloyd Featuring Lil Wayne,2008,God Love Her, Toby Keith,2008
979,Love Is A Beautiful Thing, Phil Vassar,2008,Come On Get Higher, Matt Nathanson,2008
980,You Aint Got Nuthin, Lil Wayne Featuring Juelz Santana & Fabolous,2008,Love Remembers, Craig Morgan,2008
981,Moving Mountains, Usher,2008,What About Now, Daughtry,2008
982,Last Time, Trey Songz,2008,Everybody Wants To Go To Heaven, Kenny Chesney With The Wailers,2008
983,7 Things, Miley Cyrus,2008,Get Up, 50 Cent,2008
984,Games Pain, The Game Featuring Keyshia Cole,2008,Down The Road, Kenny Chesney With Mac McAnally,2008
985,Lookin Boy, Hot Stylz Featuring Yung Joc,2008,If U Seek Amy, Britney Spears,2008
986,Te Quiero, Flex,2008,I Dont Care, Apocalyptica Featuring Adam Gontier,2008
987,Put A Girl In It, Brooks & Dunn,2008,Thats Not My Name, The Ting Tings,2008
988,I Will Possess Your Heart, Death Cab For Cutie,2008,Broken, Lifehouse,2008
989,Move Shake Drop, DJ Laz Featuring Flo Rida & Casely,2008,Arab Money, Busta Rhymes Featuring Ron Browz,2008
990,Rise Above This, Seether,2008,Second Chance, Shinedown,2008
991,Mr. Carter, Lil Wayne Featuring Jay-Z,2008,So Fly, Slim Featuring Yung Joc,2008
992,Inside The Fire, Disturbed,2008,Anything Goes, Randy Houser,2008
993,That Song In My Head, Julianne Hough,2008,River Of Love, George Strait,2008
994,New Soul, Yael Naim,2008,Universal Mind Control, Common Featuring Pharrell,2008
995,Another Try, Josh Turner Featuring Trisha Yearwood,2008,Bad Girlfriend, Theory Of A Deadman,2008
996,Nine In The Afternoon, Panic! At The Disco,2008,Mad, Ne-Yo,2008
997,Buzzin, Shwayze Featuring Cisco Adler,2008,Without You, Hinder,2008
998,Thats What You Get, Paramore,2008,No Me Doy Por Vencido, Luis Fonsi,2008
999,Customer, Raheem DeVaughn,2008,Chasing Pavements, Adele,2008
1000,Umbrella, Rihanna Featuring Jay-Z,2007,No One, Alicia Keys,2007
1001,Party Like A Rockstar, Shop Boyz,2007,Apologize, Timbaland Featuring OneRepublic,2007
1002,Buy U A Drank (Shawty Snappin), T-Pain Featuring Yung Joc,2007,Low, Flo Rida Featuring T-Pain,2007
1003,Big Girls Dont Cry, Fergie,2007,Kiss Kiss, Chris Brown Featuring T-Pain,2007
1004,Makes Me Wonder, Maroon 5,2007,Clumsy, Fergie,2007
1005,Hey There Delilah, Plain White T's,2007,Bubbly, Colbie Caillat,2007
1006,Girlfriend, Avril Lavigne,2007,Hate That I Love You, Rihanna Featuring Ne-Yo,2007
1007,Summer Love, Justin Timberlake,2007,Paralyzer, Finger Eleven,2007
1008,"Pop, Lock & Drop It", Huey,2007,Good Life, Kanye West Featuring T-Pain,2007
1009,Rehab, Amy Winehouse,2007,Tattoo, Jordin Sparks,2007
1010,Home, Daughtry,2007,Crank That (Soulja Boy), Soulja Boy Tell'em,2007
1011,Lip Gloss, Lil Mama,2007,Cyclone, Baby Bash Featuring T-Pain,2007
1012,Before He Cheats, Carrie Underwood,2007,Stronger, Kanye West,2007
1013,Thnks Fr Th Mmrs, Fall Out Boy,2007,Cant Help But Wait, Trey Songz,2007
1014,U + Ur Hand, P!nk,2007,Duffle Bag Boy, Playaz Circle Featuring Lil Wayne,2007
1015,I Tried, Bone Thugs-N-Harmony Featuring Akon,2007,Hypnotized, Plies Featuring Akon,2007
1016,Never Again, Kelly Clarkson,2007,The Way I Are, Timbaland Featuring Keri Hilson,2007
1017,Give It To Me, Timbaland Featuring Nelly Furtado & Justin Timberlake,2007,Love Like This, Natasha Bedingfield Featuring Sean Kingston,2007
1018,Get It Shawty, Lloyd,2007,Like Youll Never See Me Again, Alicia Keys,2007
1019,The Sweet Escape, Gwen Stefani Featuring Akon,2007,Sweetest Girl (Dollar Bill)," Wyclef Jean Featuring Akon, Lil Wayne & Niia",2007
1020,Glamorous, Fergie Featuring Ludacris,2007,Take You There, Sean Kingston,2007
1021,Bartender, T-Pain Featuring Akon,2007,Our Song, Taylor Swift,2007
1022,What Ive Done, Linkin Park,2007,Until The End Of Time, Justin Timberlake Duet With Beyonce,2007
1023,2 Step, Unk,2007,Shawty Is A 10, The-Dream,2007
1024,Because Of You, Ne-Yo,2007,How Far Weve Come, matchbox twenty,2007
1025,Im A Flirt, R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),2007,Im So Hood," DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",2007
1026,Big Things Poppin (Do It), T.I.,2007,Over You, Daughtry,2007
1027,Nobodys Perfect, Hannah Montana,2007,Bed, J. Holiday,2007
1028,This Is Why Im Hot, Mims,2007,Just Fine, Mary J. Blige,2007
1029,Do You Know? (The Ping Pong Song)/Dimelo, Enrique Iglesias,2007,Teardrops On My Guitar, Taylor Swift,2007
1030,Last Night, Diddy Featuring Keyshia Cole,2007,I Dont Wanna Be In Love (Dance Floor Anthem), Good Charlotte,2007
1031,Like A Boy, Ciara,2007,Big Girls Dont Cry, Fergie,2007
1032,Dont Matter, Akon,2007,Into The Night, Santana Featuring Chad Kroeger,2007
1033,Wait For You, Elliott Yamin,2007,Misery Business, Paramore,2007
1034,We Takin Over," DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",2007,Stay, Sugarland,2007
1035,Lost In This Moment, Big & Rich,2007,Who Knew, P!nk,2007
1036,Cupids Chokehold/Breakfast In America, Gym Class Heroes Featuring Patrick Stump,2007,Shadow Of The Day, Linkin Park,2007
1037,Lean Like A Cholo, Down A.K.A. Kilo,2007,Wake Up Call, Maroon 5,2007
1038,Outta My System, Bow Wow Featuring T-Pain & Johnta Austin,2007,Soulja Girl, Soulja Boy Tell'em Featuring I-15,2007
1039,Rock Yo Hips, Crime Mob Featuring Lil Scrappy,2007,With You, Chris Brown,2007
1040,If Everyone Cared, Nickelback,2007,Dont Blink, Kenny Chesney,2007
1041,Teardrops On My Guitar, Taylor Swift,2007,Shoulda Let You Go, Keyshia Cole Introducing Amina,2007
1042,Beautiful Girls, Sean Kingston,2007,Ayo Technology, 50 Cent Featuring Justin Timberlake & Timbaland,2007
1043,Same Girl, R. Kelly Duet With Usher,2007,Girlfriend, Bow Wow & Omarion,2007
1044,The Way I Live, Baby Boy Da Prince Featuring Lil Boosie,2007,Suffocate, J. Holiday,2007
1045,Its Not Over, Daughtry,2007,Rockstar, Nickelback,2007
1046,Wipe Me Down, Lil Boosie Featuring Foxx & Webbie,2007,My Drink N My 2 Step, Cassidy Featuring Swizz Beatz,2007
1047,Ticks, Brad Paisley,2007,Get Buck In Here," DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",2007
1048,Anonymous, Bobby Valentino Featuring Timbaland,2007,Piece Of Me, Britney Spears,2007
1049,Like This, Kelly Rowland Featuring Eve,2007,Flashing Lights, Kanye West Featuring Dwele,2007
1050,Better Than Me, Hinder,2007,Sensual Seduction, Snoop Dogg,2007
1051,Please Dont Go, Tank,2007,So Small, Carrie Underwood,2007
1052,The Great Escape, Boys Like Girls,2007,Firecracker, Josh Turner,2007
1053,When I See U, Fantasia,2007,How Bout Them Cowgirls, George Strait,2007
1054,Good Directions, Billy Currington,2007,"Ready, Set, Dont Go", Billy Ray Cyrus With Miley Cyrus,2007
1055,Impacto, Daddy Yankee Featuring Fergie,2007,Pop Bottles, Birdman Featuring Lil Wayne,2007
1056,The Way I Are, Timbaland Featuring Keri Hilson,2007,Baby Dont Go, Fabolous Featuring Jermaine Dupri,2007
1057,Moments, Emerson Drive,2007,The Pretender, Foo Fighters,2007
1058,You Give Love A Bad Name, Blake Lewis,2007,What Do Ya Think About That, Montgomery Gentry,2007
1059,teachme, Musiq Soulchild,2007,Gimme More, Britney Spears,2007
1060,Find Out Who Your Friends Are, Tracy Lawrence,2007,Winner At A Losing Game, Rascal Flatts,2007
1061,Sexy Lady, Yung Berg Featuring Junior,2007,Fake It, Seether,2007
1062,Working Class Hero, Green Day,2007,Letter To Me, Brad Paisley,2007
1063,Forever, Papa Roach,2007,Fall, Clay Walker,2007
1064,4 In The Morning, Gwen Stefani,2007,Work That, Mary J. Blige,2007
1065,Stolen, Dashboard Confessional,2007,Everybody, Keith Urban,2007
1066,Beautiful Liar, Beyonce & Shakira,2007,Dont Stop The Music, Rihanna,2007
1067,Lucky Man, Montgomery Gentry,2007,Roc Boys (And The Winner Is)..., JAY-Z,2007
1068,Like This, Mims,2007,More Than A Memory, Garth Brooks,2007
1069,Tambourine, Eve,2007,Independent, Webbie Featuring Lil' Phat & Lil' Boosie,2007
1070,I Need You, Tim McGraw With Faith Hill,2007,Never Too Late, Three Days Grace,2007
1071,This Is My Now, Jordin Sparks,2007,Love Song, Sara Bareilles,2007
1072,Get Me Bodied, Beyonce,2007,Watching Airplanes, Gary Allan,2007
1073,Make Me Better, Fabolous Featuring Ne-Yo,2007,Livin Our Love Song, Jason Michael Carroll,2007
1074,Little Wonders, Rob Thomas,2007,Hood Figga, Gorilla Zoe,2007
1075,Wasted, Carrie Underwood,2007,As If, Sara Evans,2007
1076,Whine Up, Kat DeLuna Featuring Elephant Man,2007,Freaky Gurl, Gucci Mane,2007
1077,You Know Im No Good, Amy Winehouse,2007,Calabria 2008, Enur Featuring Natasja,2007
1078,I Told You So, Keith Urban,2007,Free And Easy (Down The Road I Go), Dierks Bentley,2007
1079,Johnny Cash, Jason Aldean,2007,Take Me There, Rascal Flatts,2007
1080,Wrapped, George Strait,2007,Nothin Better To Do, LeAnn Rimes,2007
1081,A Womans Love, Alan Jackson,2007,Bleed It Out, Linkin Park,2007
1082,First Time, Lifehouse,2007,S.O.S., Jonas Brothers,2007
1083,(You Want To) Make A Memory, Bon Jovi,2007,Hero/Heroine, Boys Like Girls,2007
1084,A Different World, Bucky Covington,2007,Pictures Of You, The Last Goodnight,2007
1085,All Good Things (Come To An End), Nelly Furtado,2007,Sorry, Buckcherry,2007
1086,Icky Thump, The White Stripes,2007,Mistletoe, Colbie Caillat,2007
1087,Shut Up And Drive, Rihanna,2007,Taking Chances, Celine Dion,2007
1088,I Dont Wanna Stop, Ozzy Osbourne,2007,Me Enamora, Juanes,2007
1089,Do You, Ne-Yo,2007,Stealing Cinderella, Chuck Wicks,2007
1090,Stand, Rascal Flatts,2007,Cleaning This Gun (Come On In Boy), Rodney Atkins,2007
1091,Wall To Wall, Chris Brown,2007,The Way I Am, Ingrid Michaelson,2007
1092,Startin With Me, Jake Owen,2007,Go Girl, Pitbull Featuring Trina & Young Bo$$,2007
1093,These Are My People, Rodney Atkins,2007,See You Again, Miley Cyrus,2007
1094,A Bay Bay, Hurricane Chris,2007,Never, Jaheim,2007
1095,Cant Tell Me Nothing, Kanye West,2007,This Christmas, Chris Brown,2007
1096,Paralyzer, Finger Eleven,2007,Crying Out For Me, Mario,2007
1097,Last Dollar (Fly Away), Tim McGraw,2007,International Harvester, Craig Morgan,2007
1098,Everything, Michael Buble,2007,If Youre Reading This, Tim McGraw,2007
1099,I Wonder, Kellie Pickler,2007,Say, John Mayer,2007
1100,Hips Dont Lie, Shakira Featuring Wyclef Jean,2006,Irreplaceable, Beyonce,2006
1101,Promiscuous, Nelly Furtado Featuring Timbaland,2006,I Wanna Love You, Akon Featuring Snoop Dogg,2006
1102,Its Goin Down, Yung Joc,2006,Fergalicious, Fergie,2006
1103,Ridin, Chamillionaire Featuring Krayzie Bone,2006,Smack That, Akon Featuring Eminem,2006
1104,Bad Day, Daniel Powter,2006,My Love, Justin Timberlake Featuring T.I.,2006
1105,Whered You Go, Fort Minor Featuring Holly Brook,2006,Say It Right, Nelly Furtado,2006
1106,Unfaithful, Rihanna,2006,Wind It Up, Gwen Stefani,2006
1107,Me & U, Cassie,2006,We Fly High, Jim Jones,2006
1108,Snap Yo Fingers, Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,2006,How To Save A Life, The Fray,2006
1109,Dani California, Red Hot Chili Peppers,2006,Shortie Like Mine, Bow Wow Featuring Chris Brown & Johnta Austin,2006
1110,SOS, Rihanna,2006,Lips Of An Angel, Hinder,2006
1111,Over My Head (Cable Car), The Fray,2006,You Dont Know," Eminem, 50 Cent, Lloyd Banks & Ca$his",2006
1112,So What, Field Mob Featuring Ciara,2006,Money Maker, Ludacris Featuring Pharrell,2006
1113,Temperature, Sean Paul,2006,Promise, Ciara,2006
1114,Crazy, Gnarls Barkley,2006,Walk It Out, Unk,2006
1115,Gimme That, Chris Brown Featuring Lil Wayne,2006,It Ends Tonight, The All-American Rejects,2006
1116,Unwritten, Natasha Bedingfield,2006,Keep Holding On, Avril Lavigne,2006
1117,Whats Left Of Me, Nick Lachey,2006,SexyBack, Justin Timberlake,2006
1118,Aint No Other Man, Christina Aguilera,2006,Chasing Cars, Snow Patrol,2006
1119,Savin Me, Nickelback,2006,Far Away, Nickelback,2006
1120,Buttons, The Pussycat Dolls Featuring Snoop Dogg,2006,Hurt, Christina Aguilera,2006
1121,I Write Sins Not Tragedies, Panic! At The Disco,2006,I Luv It, Young Jeezy,2006
1122,Move Along, The All-American Rejects,2006,Say Goodbye, Chris Brown,2006
1123,Miss Murder, AFI,2006,Before He Cheats, Carrie Underwood,2006
1124,Life Is A Highway, Rascal Flatts,2006,Thats That, Snoop Dogg Featuring R. Kelly,2006
1125,Ms. New Booty, Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,2006,Walk Away (Remember Me), Paula DeAnda Featuring The DEY,2006
1126,Black Horse & The Cherry Tree, KT Tunstall,2006,Welcome To The Black Parade, My Chemical Romance,2006
1127,What You Know, T.I.,2006,Money In The Bank, Lil Scrappy Featuring Young Buck,2006
1128,Do It To It, Cherish Featuring Sean Paul Of The YoungBloodZ,2006,Waiting On The World To Change, John Mayer,2006
1129,Bossy, Kelis Featuring Too $hort,2006,Make It Rain, Fat Joe Featuring Lil Wayne,2006
1130,Walk Away, Kelly Clarkson,2006,Call Me When Youre Sober, Evanescence,2006
1131,Youre Beautiful, James Blunt,2006,You, Lloyd Featuring Lil Wayne,2006
1132,Why You Wanna, T.I.,2006,My Wish, Rascal Flatts,2006
1133,Torn, LeToya,2006,Too Little Too Late, JoJo,2006
1134,Summertime, Kenny Chesney,2006,Shes Everything, Brad Paisley,2006
1135,Enough Cryin, Mary J. Blige Featuring Brook-Lyn,2006,Stuntin Like My Daddy, Birdman & Lil Wayne,2006
1136,When Youre Mad, Ne-Yo,2006,Show Me What You Got, JAY-Z,2006
1137,"Lean Wit It, Rock Wit It", Dem Franchize Boyz Featuring Lil Peanut & Charlay,2006,Want To, Sugarland,2006
1138,Who Says You Cant Go Home, Bon Jovi,2006,Wait A Minute, The Pussycat Dolls Featuring Timbaland,2006
1139,Be Without You, Mary J. Blige,2006,My Little Girl, Tim McGraw,2006
1140,Everytime We Touch, Cascada,2006,Runaway Love, Ludacris Featuring Mary J. Blige,2006
1141,What Hurts The Most, Rascal Flatts,2006,Get Up, Ciara Featuring Chamillionaire,2006
1142,When The Stars Go Blue, Tim McGraw,2006,Come To Me, Diddy Featuring Nicole Scherzinger,2006
1143,I Love My B****, Busta Rhymes Featuring will.i.am & Kelis,2006,Through Glass, Stone Sour,2006
1144,Gettin Some, Shawnna,2006,Watching You, Rodney Atkins,2006
1145,DJ Play A Love Song, Jamie Foxx Featuring Twista,2006,Tim McGraw, Taylor Swift,2006
1146,Breathe (2 AM), Anna Nalick,2006,London Bridge, Fergie,2006
1147,Doing Too Much, Paula DeAnda Featuring Baby Bash,2006,Unappreciated, Cherish,2006
1148,Not Ready To Make Nice, Dixie Chicks,2006,Tell Me, Diddy Featuring Christina Aguilera,2006
1149,Dont Forget To Remember Me, Carrie Underwood,2006,What Hurts The Most, Rascal Flatts,2006
1150,The World, Brad Paisley,2006,Its Not Over, Daughtry,2006
1151,U And Dat, E-40 Featuring T-Pain & Kandi Girl,2006,When You Were Young, The Killers,2006
1152,Last Day Of My Life, Phil Vassar,2006,Show Stopper, Danity Kane,2006
1153,Settle For A Slowdown, Dierks Bentley,2006,A Great Big Sled, The Killers Featuring Toni Halliday,2006
